"","lz_prod","mz_prod","ben_prod","lz_bio","mz_bio","photic","depth","Temp_C","depthWOA","X0","X5","X10","X15","X20","X25","X30","X35","X40","X45","X50","X55","X60","X65","X70","X75","X80","X85","X90","X95","X100","X125","X150","X175","X200","X225","X250","X275","X300","X325","X350","X375","X400","X425","X450","X475","X500","X550","X600","X650","X700","X750","X800","X850","X900","X950","X1000","X1050","X1100","X1150","X1200","X1250","X1300","X1350","X1400","X1450","X1500","X1550","X1600","X1650","X1700","X1750","X1800","X1850","X1900","X1950","X2000","X2100","X2200","X2300","X2400","X2500","X2600","X2700","X2800","X2900","X3000","X3100","X3200","X3300","X3400","X3500","X3600","X3700","X3800","X3900","X4000","X4100","X4200","X4300","X4400","X4500","X4600","X4700","X4800","X4900","X5000","X5100","X5200","X5300","X5400","X5500","RmaxL","inout"
"1",68.7449937008831,65.8679966717766,29.9285755731798,7.94467448151932,6.8799687598531,120.203224877457,95.599692662557,9.69219859066804,100,10.466,10.434,10.353,10.262,10.114,9.8745,9.5695,9.226,8.884,8.679,8.595,8.491,8.454,8.413,8.38,8.485,8.4575,8.432,8.449,8.437,8.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9360391870734,100
"2",180.423440013909,233.951915503221,59.3130403409907,7.87978323740665,8.8705009021497,68.5241010934267,429.439992837223,16.6361996624025,175,20.751,20.6605,20.3575,20.0145,19.5965,19.157,18.7575,18.395,17.979,17.635,17.2515,16.7315,16.364,16.038,15.7335,15.5365,15.3075,15.0875,14.9165,14.7985,14.6885,14.182,13.741,13.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.722966307763,200
"3",51.0800316268526,82.4361840900403,9.84060588622993,5.73740495535862,6.28405859944386,130.004864242406,867.54618437516,11.460158921307,950,11.397,11.3245,11.289,11.2425,11.191,11.125,11.0545,10.978,10.8975,10.845,10.766,10.68,10.605,10.532,10.471,10.423,10.384,10.352,10.316,10.29,10.263,10.187,10.178,10.0955,10.1,10.065,10.016,9.977,9.949,9.917,9.878,9.857,9.843,9.833,9.824,9.801,9.762,9.6285,9.516,9.388,9.231,9.054,8.8155,8.536,8.2165,7.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.3953856126194,300
