0.40011,0.66633
1.1917e-37,6.9973e-37
2.1471e-38,1.3203e-36
8.2732e-39,1.0118e-36
7.9151e-39,7.1361e-37
8.5973e-37,3.2617e-36
2.8936e-33,1.8824e-33
2.9055e-31,4.9599e-31
3.5756e-32,6.6585e-32
1.7434e-32,2.0958e-32
7.9306e-34,2.0231e-33
1.3603e-37,8.5427e-37
7.125e-37,7.9689e-37
5.9765e-42,3.5473e-42
2.2578e-53,3.2838e-47
2.2535e-26,1.7184e-27
9.0781e-74,5.2875e-48
7.7339e-81,1.9605e-48
8.9171e-37,1.3865e-37
8.3535e-107,3.5298e-47
2.1033e-117,6.6144e-48
2.4577e-115,7.1282e-48
1.454e-117,7.2835e-48
1.0089e-117,5.4216e-48
2.1973e-121,1.6723e-47
4.5572e-117,2.6896e-47
1.4978e-119,8.3382e-46
0.0002829,0.00093368
0.10519,0.18085
2.1114e-144,2.363e-44
1.1212e-155,1.0309e-45
6.5009e-166,3.4199e-46
6.382e-166,2.6127e-46
7.7778e-166,1.7784e-46
5.0196e-155,2.1294e-46
1.9919e-139,2.0361e-45
9.2084e-135,2.159e-45
1.1207e-129,5.258e-45
1.197e-129,4.5851e-45
4.8962e-72,1.6061e-46
6.0938e-130,1.4393e-46
1.4111e-129,1.1948e-46
1.6188e-156,2.8609e-46
2.3475e-154,1.0396e-44
4.4797e-164,1.7286e-44
2.8875e-162,3.4234e-43
2.8316e-172,5.5337e-36
1.8491e-172,5.1503e-35
1.2376e-171,7.0714e-21
1.573e-171,6.5914e-10
2.3681e-171,3.9914e-05
5.779e-150,5.4558e-05
3.0283e-166,4.5424e-05
1.776e-166,4.7898e-05
2.1776e-167,1.7903e-05
9.183e-169,6.709e-17
4.9794e-174,7.1327e-22
4.3246e-171,2.0335e-07
2.6522e-170,9.2302e-07
2.8402e-170,6.6876e-06
1.7389e-166,2.5503e-05
2.421e-160,5.7733e-05
2.5098e-153,2.5065e-05
7.0783e-122,6.1641e-05
1.7879e-97,2.7008e-05
4.1173e-134,5.3253e-05
3.0292e-119,5.3104e-05
1.7026e-130,3.4805e-05
6.6063e-135,3.1366e-05
1.2662e-138,2.7507e-05
4.2245e-137,2.9577e-05
2.6467e-136,2.6978e-05
3.3311e-130,2.5522e-05
8.6112e-128,2.6816e-05
4.5338e-85,0.00050189
2.6213e-31,0.00074715
1.3898e-96,5.3216e-62
0.92911,1.6371
1.9659,3.3477
31.284,30.986
23.442,22.495
21.044,21.076
21.869,20.581
20.302,19.812
14.046,15.145
15.554,18.564
17.634,23.556
7.1034,16.988
0.39282,0.48848
4.8191e-57,8.0391e-39
3.5427e-69,6.143e-42
4.2684e-78,2.1337e-43
2.4738e-86,2.7955e-43
6.7986e-97,3.0915e-44
2.6143e-76,1.5482e-44
9.5011e-85,1.6043e-44
4.7268e-85,1.5368e-44
1.0079e-78,2.7612e-45
1.3249e-74,2.8904e-46
3.1113e-91,2.5538e-47
5.4559e-95,9.4931e-48
1.0427e-111,1.2644e-46
7.8964e-93,1.2127e-45
8.8792e-92,1.9512e-45
1.2874e-86,4.8338e-46
7.0626e-78,5.9945e-47
2.1565e-48,3.4065e-48
1.0073e-05,5.0536e-08
0.056562,0.073272
4.8053e-37,2.7791e-36
1.5038e-38,1.4973e-36
7.6028e-39,1.2987e-36
3.1474e-37,1.2967e-36
2.9909e-37,4.5981e-37
3.6078e-34,1.1774e-33
1.4233e-31,2.1706e-31
2.3723e-32,5.6017e-32
4.4961e-33,5.7613e-33
1.5515e-34,4.9306e-34
2.4799e-37,8.3936e-37
1.8264e-36,5.5451e-36
3.4296e-39,4.9999e-39
1.6255e-51,1.034e-46
2.7589e-62,1.3863e-47
5.6139e-76,5.3848e-48
5.5698e-81,1.9521e-48
8.7085e-89,5.4031e-47
2.8319e-107,1.24e-47
1.2888e-115,7.0458e-48
7.8872e-111,4.8786e-48
9.826e-118,3.8805e-48
1.5152e-125,3.3653e-48
6.4523e-130,1.0556e-47
1.2756e-142,1.7681e-47
1.5084e-119,1.2438e-41
2.9841e-103,6.3365e-41
5.678e-104,0.00054524
1.2266e-144,9.9007e-45
1.2791e-155,9.3861e-46
2.8508e-166,2.1164e-46
2.7375e-166,9.5019e-47
1.0075e-165,1.1965e-46
2.1021e-150,1.896e-46
1.9002e-149,1.6968e-46
3.5486e-139,1.9379e-45
3.9903e-129,2.3615e-44
2.5024e-129,6.7603e-45
1.6216e-120,1.5461e-44
1.6835e-113,4.8826e-46
1.2134e-133,3.3306e-46
7.3948e-142,8.7894e-46
2.6836e-144,5.521e-44
1.8582e-168,9.7087e-44
3.4821e-167,4.7028e-39
1.1574e-166,1.8805e-28
1.3836e-171,1.1334e-19
3.5366e-171,6.7418e-12
3.0949e-171,3.7391e-06
1.7405e-171,3.6571e-05
5.6691e-171,5.5851e-05
8.1189e-171,5.5948e-05
8.1991e-172,5.5654e-05
2.2149e-172,3.9263e-05
3.0968e-173,1.1578e-09
1.4941e-172,1.9799e-15
1.296e-170,4.0014e-06
1.119e-170,3.7382e-06
9.8814e-171,6.7235e-06
1.0306e-172,2.1971e-05
1.0746e-172,5.1508e-05
1.6761e-174,2.4085e-05
6.8331e-100,0.00036701
1.3327e-80,6.2338e-05
1.5033e-144,2.7423e-05
6.4269e-120,5.9736e-05
7.06e-127,4.0219e-05
1.271e-134,2.9613e-05
4.0765e-138,2.5209e-05
9.1884e-132,2.6315e-05
7.1584e-124,2.5261e-05
2.5346e-115,3.7398e-05
2.5285e-111,3.7635e-05
3.4289e-89,0.00051754
3.1814,4.4447
5.4691e-97,1.0599e-66
0.61258,1.1808
0.00076125,0.00087
3.6763,3.6274
25.044,25.81
22.06,22.238
19.932,19.942
17.204,16.623
16.643,17.196
15.929,17.001
18.338,22.547
16.548,21.832
11.538,15.813
0.74492,0.85239
1.7253e-53,9.9762e-36
1.2981e-68,1.3928e-41
2.4049e-77,9.1336e-43
2.3623e-82,4.7697e-42
1.2041e-64,3.4765e-42
1.243e-78,4.1524e-44
2.5731e-84,2.6037e-44
2.0538e-84,3.7958e-44
1.4743e-82,8.5323e-45
1.5115e-76,8.1118e-46
7.3294e-92,3.7296e-47
3.2173e-99,1.0703e-47
1.1205e-84,2.0668e-46
4.6418e-92,1.8102e-45
2.278e-86,2.9741e-45
1.5249e-86,1.1644e-45
2.6065e-91,2.1255e-46
1.0857e-63,3.3093e-48
6.549e-13,2.6143e-13
9.1554,21.343
0.00048645,0.00066851
9.8512e-37,4.0982e-36
1.1761e-38,9.578e-37
9.1914e-39,2.0222e-36
2.8901e-37,1.0038e-36
1.0425e-36,1.3391e-36
2.5839e-35,2.4069e-35
9.4909e-32,1.4582e-31
1.9272e-32,3.3838e-32
6.9294e-34,1.6159e-33
7.6173e-35,2.1357e-34
9.7923e-37,1.7769e-36
9.493e-37,2.3833e-36
2.5285e-40,3.0691e-40
2.124e-53,1.8409e-46
1.0086e-69,4.0937e-45
1.9687e-81,1.6423e-46
1.7036e-80,6.2353e-48
6.3914e-98,1.5089e-48
1.671e-104,1.1597e-47
2.4751e-113,9.008e-48
6.5188e-118,3.4592e-48
7.7376e-122,2.474e-48
4.015e-129,1.8325e-48
1.4584e-138,9.8301e-48
1.0876e-142,1.2847e-47
1.5622e-131,1.6453e-45
1.1988e-103,2.3903e-41
1.0309e-137,1.4361e-42
4.518e-145,4.1842e-45
6.5824e-156,4.6501e-46
2.7034e-166,2.2472e-46
1.8201e-166,1.0903e-46
5.8598e-166,1.0747e-46
5.683e-155,1.2168e-46
1.1586e-149,2.2466e-46
6.2736e-148,8.1701e-45
3.3577e-142,4.0602e-44
1.2208e-66,1.0365e-45
4.717e-77,3.4579e-44
5.8362e-75,3.7803e-45
